Season,EventName,Abbreviation,fp_session,fp_gap
2024,Dutch Grand Prix,PER,FP1,1.957
2024,Dutch Grand Prix,ALO,FP1,2.145
2024,Dutch Grand Prix,LEC,FP1,1.984
2024,Dutch Grand Prix,STR,FP1,1.829
2024,Dutch Grand Prix,MAG,FP1,1.275
2024,Dutch Grand Prix,TSU,FP1,2.096
2024,Dutch Grand Prix,ALB,FP1,0.837
2024,Dutch Grand Prix,ZHO,FP1,1.643
2024,Dutch Grand Prix,HUL,FP1,1.241
2024,Dutch Grand Prix,OCO,FP1,3.474
2024,Dutch Grand Prix,HAM,FP1,0.684
2024,Dutch Grand Prix,SAI,FP1,0.752
2024,Dutch Grand Prix,RUS,FP1,0.82
2024,Dutch Grand Prix,PIA,FP1,0.908
2024,Dutch Grand Prix,SHW,FP1,2.336
2024,Dutch Grand Prix,VER,FP2,0.284
2024,Dutch Grand Prix,SAR,FP2,1.116
2024,Dutch Grand Prix,RIC,FP2,0.928
2024,Dutch Grand Prix,NOR,FP2,0.259
2024,Dutch Grand Prix,GAS,FP2,0.942
2024,Dutch Grand Prix,PER,FP2,0.879
2024,Dutch Grand Prix,ALO,FP2,0.655
2024,Dutch Grand Prix,LEC,FP2,0.741
2024,Dutch Grand Prix,STR,FP2,0.874
2024,Dutch Grand Prix,MAG,FP2,0.728
2024,Dutch Grand Prix,TSU,FP2,0.672
2024,Dutch Grand Prix,ALB,FP2,0.848
2024,Dutch Grand Prix,ZHO,FP2,1.232
2024,Dutch Grand Prix,HUL,FP2,2.594
2024,Dutch Grand Prix,OCO,FP2,1.359
2024,Dutch Grand Prix,HAM,FP2,0.111
2024,Dutch Grand Prix,SAI,FP2,2.406
2024,Dutch Grand Prix,RUS,FP2,0.0
2024,Dutch Grand Prix,BOT,FP2,1.504
2024,Dutch Grand Prix,PIA,FP2,0.061
2024,Dutch Grand Prix,VER,FP3,4.049
2024,Dutch Grand Prix,SAR,FP3,2.976
2024,Dutch Grand Prix,RIC,FP3,5.122
2024,Dutch Grand Prix,NOR,FP3,1.076
2024,Dutch Grand Prix,GAS,FP3,0.0
2024,Dutch Grand Prix,ALO,FP3,1.15
2024,Dutch Grand Prix,LEC,FP3,3.847
2024,Dutch Grand Prix,STR,FP3,1.63
2024,Dutch Grand Prix,MAG,FP3,0.139
2024,Dutch Grand Prix,ALB,FP3,3.696
2024,Dutch Grand Prix,ZHO,FP3,2.929
2024,Dutch Grand Prix,HUL,FP3,2.043
2024,Dutch Grand Prix,OCO,FP3,1.332
2024,Dutch Grand Prix,HAM,FP3,3.787
2024,Dutch Grand Prix,SAI,FP3,2.278
2024,Dutch Grand Prix,RUS,FP3,3.647
2024,Dutch Grand Prix,BOT,FP3,0.844
2024,Dutch Grand Prix,PIA,FP3,1.539
2024,Italian Grand Prix,VER,FP1,0.0
2024,Italian Grand Prix,RIC,FP1,0.929
2024,Italian Grand Prix,NOR,FP1,0.241
2024,Italian Grand Prix,GAS,FP1,1.087
2024,Italian Grand Prix,PER,FP1,0.635
2024,Italian Grand Prix,ANT,FP1,2.279
2024,Italian Grand Prix,ALO,FP1,0.639
2024,Italian Grand Prix,LEC,FP1,0.228
2024,Italian Grand Prix,STR,FP1,1.188
2024,Italian Grand Prix,MAG,FP1,0.896
2024,Italian Grand Prix,TSU,FP1,1.038
2024,Italian Grand Prix,ALB,FP1,0.544
2024,Italian Grand Prix,ZHO,FP1,1.178
2024,Italian Grand Prix,HUL,FP1,1.481
2024,Italian Grand Prix,OCO,FP1,1.204
2024,Italian Grand Prix,COL,FP1,1.204
2024,Italian Grand Prix,HAM,FP1,0.538
2024,Italian Grand Prix,SAI,FP1,0.45
2024,Italian Grand Prix,BOT,FP1,0.451
2024,Italian Grand Prix,PIA,FP1,0.523
2024,Italian Grand Prix,VER,FP2,0.872
2024,Italian Grand Prix,RIC,FP2,0.562
2024,Italian Grand Prix,NOR,FP2,0.003
2024,Italian Grand Prix,GAS,FP2,1.081
2024,Italian Grand Prix,PER,FP2,0.94
2024,Italian Grand Prix,ALO,FP2,0.578
2024,Italian Grand Prix,LEC,FP2,0.154
2024,Italian Grand Prix,STR,FP2,0.625
2024,Italian Grand Prix,MAG,FP2,0.761
2024,Italian Grand Prix,TSU,FP2,0.997
2024,Italian Grand Prix,ALB,FP2,0.854
2024,Italian Grand Prix,ZHO,FP2,1.485
2024,Italian Grand Prix,HUL,FP2,0.402
2024,Italian Grand Prix,OCO,FP2,1.129
2024,Italian Grand Prix,COL,FP2,1.046
2024,Italian Grand Prix,HAM,FP2,0.0
2024,Italian Grand Prix,SAI,FP2,0.103
2024,Italian Grand Prix,RUS,FP2,0.348
2024,Italian Grand Prix,BOT,FP2,0.723
2024,Italian Grand Prix,PIA,FP2,0.12
2024,Italian Grand Prix,VER,FP3,0.251
2024,Italian Grand Prix,RIC,FP3,0.96
2024,Italian Grand Prix,NOR,FP3,0.145
2024,Italian Grand Prix,GAS,FP3,1.038
2024,Italian Grand Prix,PER,FP3,1.17
2024,Italian Grand Prix,ALO,FP3,0.851
2024,Italian Grand Prix,LEC,FP3,0.109
2024,Italian Grand Prix,STR,FP3,1.04
2024,Italian Grand Prix,MAG,FP3,1.091
2024,Italian Grand Prix,TSU,FP3,1.024
2024,Italian Grand Prix,ALB,FP3,0.479
2024,Italian Grand Prix,ZHO,FP3,1.918
2024,Italian Grand Prix,HUL,FP3,0.826
2024,Italian Grand Prix,OCO,FP3,1.141
2024,Italian Grand Prix,COL,FP3,0.788
2024,Italian Grand Prix,HAM,FP3,0.0
2024,Italian Grand Prix,SAI,FP3,0.346
2024,Italian Grand Prix,RUS,FP3,0.093
2024,Italian Grand Prix,BOT,FP3,1.24
2024,Italian Grand Prix,PIA,FP3,0.135
2024,Azerbaijan Grand Prix,VER,FP1,0.0
2024,Azerbaijan Grand Prix,RIC,FP1,1.141
2024,Azerbaijan Grand Prix,NOR,FP1,0.481
2024,Azerbaijan Grand Prix,GAS,FP1,3.166
2024,Azerbaijan Grand Prix,PER,FP1,0.376
2024,Azerbaijan Grand Prix,ALO,FP1,0.906
2024,Azerbaijan Grand Prix,LEC,FP1,1.062
2024,Azerbaijan Grand Prix,STR,FP1,1.638
2024,Azerbaijan Grand Prix,TSU,FP1,2.162
2024,Azerbaijan Grand Prix,ALB,FP1,2.409
2024,Azerbaijan Grand Prix,ZHO,FP1,3.506
2024,Azerbaijan Grand Prix,HUL,FP1,1.589
2024,Azerbaijan Grand Prix,OCO,FP1,64.553
2024,Azerbaijan Grand Prix,COL,FP1,2.355
2024,Azerbaijan Grand Prix,HAM,FP1,0.313
2024,Azerbaijan Grand Prix,BEA,FP1,1.427
2024,Azerbaijan Grand Prix,SAI,FP1,0.627
2024,Azerbaijan Grand Prix,RUS,FP1,0.97
2024,Azerbaijan Grand Prix,BOT,FP1,2.094
2024,Azerbaijan Grand Prix,PIA,FP1,0.736
2024,Azerbaijan Grand Prix,VER,FP2,0.545
2024,Azerbaijan Grand Prix,RIC,FP2,1.572
2024,Azerbaijan Grand Prix,NOR,FP2,1.672
2024,Azerbaijan Grand Prix,GAS,FP2,1.907
2024,Azerbaijan Grand Prix,PER,FP2,0.006
2024,Azerbaijan Grand Prix,ALO,FP2,1.199
2024,Azerbaijan Grand Prix,LEC,FP2,0.0
2024,Azerbaijan Grand Prix,STR,FP2,0.609
2024,Azerbaijan Grand Prix,TSU,FP2,1.161
2024,Azerbaijan Grand Prix,ALB,FP2,1.253
2024,Azerbaijan Grand Prix,ZHO,FP2,2.463
2024,Azerbaijan Grand Prix,HUL,FP2,0.991
2024,Azerbaijan Grand Prix,OCO,FP2,2.326
2024,Azerbaijan Grand Prix,COL,FP2,1.265
2024,Azerbaijan Grand Prix,HAM,FP2,0.066
2024,Azerbaijan Grand Prix,BEA,FP2,1.063
2024,Azerbaijan Grand Prix,SAI,FP2,0.466
2024,Azerbaijan Grand Prix,RUS,FP2,1.052
2024,Azerbaijan Grand Prix,BOT,FP2,1.301
2024,Azerbaijan Grand Prix,PIA,FP2,0.499
2024,Azerbaijan Grand Prix,VER,FP3,0.348
2024,Azerbaijan Grand Prix,RIC,FP3,1.356
2024,Azerbaijan Grand Prix,NOR,FP3,0.223
2024,Azerbaijan Grand Prix,GAS,FP3,1.362
2024,Azerbaijan Grand Prix,PER,FP3,0.51
2024,Azerbaijan Grand Prix,ALO,FP3,0.96
2024,Azerbaijan Grand Prix,LEC,FP3,0.013
2024,Azerbaijan Grand Prix,STR,FP3,1.057
2024,Azerbaijan Grand Prix,TSU,FP3,0.989
2024,Azerbaijan Grand Prix,ALB,FP3,0.68
2024,Azerbaijan Grand Prix,ZHO,FP3,2.355
2024,Azerbaijan Grand Prix,HUL,FP3,1.65
2024,Azerbaijan Grand Prix,COL,FP3,0.724
2024,Azerbaijan Grand Prix,HAM,FP3,0.787
2024,Azerbaijan Grand Prix,SAI,FP3,0.454
2024,Azerbaijan Grand Prix,RUS,FP3,0.0
2024,Azerbaijan Grand Prix,BOT,FP3,1.673
2024,Azerbaijan Grand Prix,PIA,FP3,0.235
2024,Singapore Grand Prix,VER,FP1,0.334
2024,Singapore Grand Prix,RIC,FP1,0.612
2024,Singapore Grand Prix,NOR,FP1,0.076
2024,Singapore Grand Prix,GAS,FP1,0.931
2024,Singapore Grand Prix,PER,FP1,1.004
2024,Singapore Grand Prix,ALO,FP1,0.847
2024,Singapore Grand Prix,LEC,FP1,0.0
2024,Singapore Grand Prix,STR,FP1,1.015
2024,Singapore Grand Prix,MAG,FP1,1.614
2024,Singapore Grand Prix,TSU,FP1,0.5
2024,Singapore Grand Prix,ALB,FP1,0.688
2024,Singapore Grand Prix,ZHO,FP1,1.822
2024,Singapore Grand Prix,HUL,FP1,2.034
2024,Singapore Grand Prix,OCO,FP1,0.852
2024,Singapore Grand Prix,COL,FP1,0.855
2024,Singapore Grand Prix,HAM,FP1,0.916
2024,Singapore Grand Prix,SAI,FP1,0.189
2024,Singapore Grand Prix,RUS,FP1,1.571
2024,Singapore Grand Prix,BOT,FP1,1.722
2024,Singapore Grand Prix,PIA,FP1,0.606
2024,Singapore Grand Prix,VER,FP2,1.294
2024,Singapore Grand Prix,RIC,FP2,0.751
2024,Singapore Grand Prix,NOR,FP2,0.0
2024,Singapore Grand Prix,GAS,FP2,1.495
2024,Singapore Grand Prix,PER,FP2,0.871
2024,Singapore Grand Prix,ALO,FP2,1.023
2024,Singapore Grand Prix,LEC,FP2,0.058
2024,Singapore Grand Prix,STR,FP2,1.23
2024,Singapore Grand Prix,MAG,FP2,1.066
2024,Singapore Grand Prix,TSU,FP2,0.741
2024,Singapore Grand Prix,ALB,FP2,0.923
2024,Singapore Grand Prix,ZHO,FP2,1.632
2024,Singapore Grand Prix,HUL,FP2,0.94
2024,Singapore Grand Prix,OCO,FP2,1.392
2024,Singapore Grand Prix,COL,FP2,1.33
2024,Singapore Grand Prix,HAM,FP2,0.982
2024,Singapore Grand Prix,SAI,FP2,0.629
2024,Singapore Grand Prix,RUS,FP2,0.761
2024,Singapore Grand Prix,BOT,FP2,2.059
2024,Singapore Grand Prix,PIA,FP2,0.747
2024,Singapore Grand Prix,VER,FP3,0.894
2024,Singapore Grand Prix,RIC,FP3,1.915
2024,Singapore Grand Prix,NOR,FP3,0.0
2024,Singapore Grand Prix,GAS,FP3,1.721
2024,Singapore Grand Prix,PER,FP3,1.794
2024,Singapore Grand Prix,ALO,FP3,1.436
2024,Singapore Grand Prix,LEC,FP3,0.913
2024,Singapore Grand Prix,STR,FP3,2.073
2024,Singapore Grand Prix,MAG,FP3,1.619
2024,Singapore Grand Prix,TSU,FP3,1.468
2024,Singapore Grand Prix,ALB,FP3,1.303
2024,Singapore Grand Prix,ZHO,FP3,3.006
2024,Singapore Grand Prix,HUL,FP3,1.541
2024,Singapore Grand Prix,OCO,FP3,1.913
2024,Singapore Grand Prix,COL,FP3,1.343
2024,Singapore Grand Prix,HAM,FP3,1.218
2024,Singapore Grand Prix,SAI,FP3,1.161
2024,Singapore Grand Prix,RUS,FP3,0.479
2024,Singapore Grand Prix,BOT,FP3,2.452
2024,Singapore Grand Prix,PIA,FP3,0.785
2024,United States Grand Prix,VER,FP1,0.253
2024,United States Grand Prix,NOR,FP1,0.266
2024,United States Grand Prix,GAS,FP1,0.773
2024,United States Grand Prix,PER,FP1,1.036
2024,United States Grand Prix,ALO,FP1,0.51
2024,United States Grand Prix,LEC,FP1,0.021
2024,United States Grand Prix,STR,FP1,1.017
2024,United States Grand Prix,MAG,FP1,0.494
2024,United States Grand Prix,TSU,FP1,0.711
2024,United States Grand Prix,ALB,FP1,1.016
2024,United States Grand Prix,ZHO,FP1,3.617
2024,United States Grand Prix,HUL,FP1,0.762
2024,United States Grand Prix,LAW,FP1,0.841
2024,United States Grand Prix,OCO,FP1,1.204
2024,United States Grand Prix,COL,FP1,1.646
2024,United States Grand Prix,HAM,FP1,0.361
2024,United States Grand Prix,SAI,FP1,0.0
2024,United States Grand Prix,RUS,FP1,0.491
2024,United States Grand Prix,BOT,FP1,1.439
2024,United States Grand Prix,PIA,FP1,0.306
2024,Mexico City Grand Prix,VER,FP1,0.841
2024,Mexico City Grand Prix,GAS,FP1,1.342
2024,Mexico City Grand Prix,PER,FP1,1.096
2024,Mexico City Grand Prix,ANT,FP1,1.202
2024,Mexico City Grand Prix,STR,FP1,1.602
2024,Mexico City Grand Prix,MAG,FP1,1.337
2024,Mexico City Grand Prix,TSU,FP1,0.701
2024,Mexico City Grand Prix,ALB,FP1,1.814
2024,Mexico City Grand Prix,HUL,FP1,0.906
2024,Mexico City Grand Prix,OWA,FP1,1.297
2024,Mexico City Grand Prix,LAW,FP1,1.095
2024,Mexico City Grand Prix,OCO,FP1,0.998
2024,Mexico City Grand Prix,DRU,FP1,1.821
2024,Mexico City Grand Prix,BEA,FP1,3.258
2024,Mexico City Grand Prix,COL,FP1,1.111
2024,Mexico City Grand Prix,SAI,FP1,0.317
2024,Mexico City Grand Prix,RUS,FP1,0.0
2024,Mexico City Grand Prix,BOT,FP1,1.05
2024,Mexico City Grand Prix,PIA,FP1,0.96
2024,Mexico City Grand Prix,SHW,FP1,1.99
2024,Mexico City Grand Prix,VER,FP2,10.535
2024,Mexico City Grand Prix,NOR,FP2,0.249
2024,Mexico City Grand Prix,GAS,FP2,1.243
2024,Mexico City Grand Prix,PER,FP2,0.693
2024,Mexico City Grand Prix,ALO,FP2,0.88
2024,Mexico City Grand Prix,LEC,FP2,0.188
2024,Mexico City Grand Prix,STR,FP2,1.191
2024,Mexico City Grand Prix,MAG,FP2,0.54
2024,Mexico City Grand Prix,TSU,FP2,0.179
2024,Mexico City Grand Prix,ZHO,FP2,1.281
2024,Mexico City Grand Prix,HUL,FP2,0.922
2024,Mexico City Grand Prix,LAW,FP2,0.861
2024,Mexico City Grand Prix,OCO,FP2,0.957
2024,Mexico City Grand Prix,COL,FP2,1.209
2024,Mexico City Grand Prix,HAM,FP2,0.58
2024,Mexico City Grand Prix,SAI,FP2,0.0
2024,Mexico City Grand Prix,RUS,FP2,1.342
2024,Mexico City Grand Prix,BOT,FP2,0.652
2024,Mexico City Grand Prix,PIA,FP2,0.178
2024,Mexico City Grand Prix,VER,FP3,0.511
2024,Mexico City Grand Prix,NOR,FP3,0.059
2024,Mexico City Grand Prix,GAS,FP3,1.962
2024,Mexico City Grand Prix,PER,FP3,1.295
2024,Mexico City Grand Prix,ALO,FP3,1.306
2024,Mexico City Grand Prix,LEC,FP3,0.74
2024,Mexico City Grand Prix,STR,FP3,1.408
2024,Mexico City Grand Prix,MAG,FP3,0.982
2024,Mexico City Grand Prix,TSU,FP3,0.81
2024,Mexico City Grand Prix,ALB,FP3,1.019
2024,Mexico City Grand Prix,ZHO,FP3,1.936
2024,Mexico City Grand Prix,HUL,FP3,1.327
2024,Mexico City Grand Prix,LAW,FP3,1.002
2024,Mexico City Grand Prix,OCO,FP3,1.832
2024,Mexico City Grand Prix,COL,FP3,1.22
2024,Mexico City Grand Prix,HAM,FP3,0.568
2024,Mexico City Grand Prix,SAI,FP3,0.34
2024,Mexico City Grand Prix,RUS,FP3,0.849
2024,Mexico City Grand Prix,BOT,FP3,1.147
2024,Mexico City Grand Prix,PIA,FP3,0.0
2024,São Paulo Grand Prix,VER,FP1,1.102
2024,São Paulo Grand Prix,NOR,FP1,0.0
2024,São Paulo Grand Prix,GAS,FP1,0.606
2024,São Paulo Grand Prix,PER,FP1,1.235
2024,São Paulo Grand Prix,ALO,FP1,0.605
2024,São Paulo Grand Prix,LEC,FP1,0.428
2024,São Paulo Grand Prix,STR,FP1,1.173
2024,São Paulo Grand Prix,TSU,FP1,0.873
2024,São Paulo Grand Prix,ALB,FP1,0.345
2024,São Paulo Grand Prix,ZHO,FP1,2.273
2024,São Paulo Grand Prix,HUL,FP1,0.514
2024,São Paulo Grand Prix,LAW,FP1,0.691
2024,São Paulo Grand Prix,OCO,FP1,1.217
2024,São Paulo Grand Prix,COL,FP1,1.009
2024,São Paulo Grand Prix,HAM,FP1,1.144
2024,São Paulo Grand Prix,BEA,FP1,0.195
2024,São Paulo Grand Prix,SAI,FP1,0.49
2024,São Paulo Grand Prix,RUS,FP1,0.181
2024,São Paulo Grand Prix,BOT,FP1,1.041
2024,São Paulo Grand Prix,PIA,FP1,0.34
2024,Las Vegas Grand Prix,VER,FP1,1.037
2024,Las Vegas Grand Prix,NOR,FP1,0.953
2024,Las Vegas Grand Prix,GAS,FP1,1.477
2024,Las Vegas Grand Prix,PER,FP1,1.535
2024,Las Vegas Grand Prix,ALO,FP1,1.261
2024,Las Vegas Grand Prix,LEC,FP1,1.006
2024,Las Vegas Grand Prix,STR,FP1,1.816
2024,Las Vegas Grand Prix,MAG,FP1,1.81
2024,Las Vegas Grand Prix,TSU,FP1,3.573
2024,Las Vegas Grand Prix,ALB,FP1,1.947
2024,Las Vegas Grand Prix,ZHO,FP1,3.349
2024,Las Vegas Grand Prix,HUL,FP1,2.199
2024,Las Vegas Grand Prix,LAW,FP1,3.729
2024,Las Vegas Grand Prix,OCO,FP1,2.151
2024,Las Vegas Grand Prix,COL,FP1,3.024
2024,Las Vegas Grand Prix,HAM,FP1,0.0
2024,Las Vegas Grand Prix,SAI,FP1,1.217
2024,Las Vegas Grand Prix,RUS,FP1,0.396
2024,Las Vegas Grand Prix,BOT,FP1,2.764
2024,Las Vegas Grand Prix,PIA,FP1,1.45
2024,Las Vegas Grand Prix,VER,FP2,2.009
2024,Las Vegas Grand Prix,NOR,FP2,0.011
2024,Las Vegas Grand Prix,GAS,FP2,0.826
2024,Las Vegas Grand Prix,PER,FP2,2.23
2024,Las Vegas Grand Prix,ALO,FP2,1.615
2024,Las Vegas Grand Prix,LEC,FP2,0.488
2024,Las Vegas Grand Prix,STR,FP2,1.426
2024,Las Vegas Grand Prix,MAG,FP2,0.861
2024,Las Vegas Grand Prix,TSU,FP2,1.172
2024,Las Vegas Grand Prix,ALB,FP2,5.804
2024,Las Vegas Grand Prix,ZHO,FP2,1.94
2024,Las Vegas Grand Prix,HUL,FP2,0.993
2024,Las Vegas Grand Prix,LAW,FP2,1.846
2024,Las Vegas Grand Prix,OCO,FP2,1.396
2024,Las Vegas Grand Prix,COL,FP2,2.043
2024,Las Vegas Grand Prix,HAM,FP2,0.0
2024,Las Vegas Grand Prix,SAI,FP2,0.28
2024,Las Vegas Grand Prix,RUS,FP2,0.19
2024,Las Vegas Grand Prix,BOT,FP2,1.195
2024,Las Vegas Grand Prix,PIA,FP2,0.973
2024,Las Vegas Grand Prix,VER,FP3,0.567
2024,Las Vegas Grand Prix,NOR,FP3,0.438
2024,Las Vegas Grand Prix,GAS,FP3,1.335
2024,Las Vegas Grand Prix,PER,FP3,1.491
2024,Las Vegas Grand Prix,ALO,FP3,2.368
2024,Las Vegas Grand Prix,LEC,FP3,1.371
2024,Las Vegas Grand Prix,STR,FP3,3.38
2024,Las Vegas Grand Prix,MAG,FP3,1.313
2024,Las Vegas Grand Prix,TSU,FP3,2.645
2024,Las Vegas Grand Prix,ALB,FP3,0.837
2024,Las Vegas Grand Prix,ZHO,FP3,3.418
2024,Las Vegas Grand Prix,HUL,FP3,1.338
2024,Las Vegas Grand Prix,LAW,FP3,2.974
2024,Las Vegas Grand Prix,OCO,FP3,1.89
2024,Las Vegas Grand Prix,COL,FP3,1.153
2024,Las Vegas Grand Prix,HAM,FP3,0.771
2024,Las Vegas Grand Prix,SAI,FP3,0.348
2024,Las Vegas Grand Prix,RUS,FP3,0.0
2024,Las Vegas Grand Prix,BOT,FP3,2.842
2024,Las Vegas Grand Prix,PIA,FP3,0.215
2024,Qatar Grand Prix,VER,FP1,1.26
2024,Qatar Grand Prix,NOR,FP1,0.425
2024,Qatar Grand Prix,GAS,FP1,1.667
2024,Qatar Grand Prix,PER,FP1,2.086
2024,Qatar Grand Prix,ALO,FP1,1.274
2024,Qatar Grand Prix,LEC,FP1,0.0
2024,Qatar Grand Prix,STR,FP1,1.146
2024,Qatar Grand Prix,MAG,FP1,1.762
2024,Qatar Grand Prix,TSU,FP1,1.092
2024,Qatar Grand Prix,ALB,FP1,1.208
2024,Qatar Grand Prix,ZHO,FP1,1.927
2024,Qatar Grand Prix,HUL,FP1,1.292
2024,Qatar Grand Prix,LAW,FP1,1.609
2024,Qatar Grand Prix,OCO,FP1,2.327
2024,Qatar Grand Prix,COL,FP1,2.247
2024,Qatar Grand Prix,HAM,FP1,1.235
2024,Qatar Grand Prix,SAI,FP1,0.582
2024,Qatar Grand Prix,RUS,FP1,1.207
2024,Qatar Grand Prix,BOT,FP1,1.111
2024,Qatar Grand Prix,PIA,FP1,0.472
2024,Abu Dhabi Grand Prix,NOR,FP1,0.221
2024,Abu Dhabi Grand Prix,GAS,FP1,1.012
2024,Abu Dhabi Grand Prix,PER,FP1,1.162
2024,Abu Dhabi Grand Prix,ALO,FP1,1.183
2024,Abu Dhabi Grand Prix,LEC,FP1,0.0
2024,Abu Dhabi Grand Prix,MAG,FP1,1.123
2024,Abu Dhabi Grand Prix,ZHO,FP1,1.6
2024,Abu Dhabi Grand Prix,HUL,FP1,1.052
2024,Abu Dhabi Grand Prix,HIR,FP1,1.553
2024,Abu Dhabi Grand Prix,LAW,FP1,1.242
2024,Abu Dhabi Grand Prix,DRU,FP1,1.15
2024,Abu Dhabi Grand Prix,HAD,FP1,1.556
2024,Abu Dhabi Grand Prix,LEL,FP1,1.858
2024,Abu Dhabi Grand Prix,IWA,FP1,1.8
2024,Abu Dhabi Grand Prix,COL,FP1,1.061
2024,Abu Dhabi Grand Prix,HAM,FP1,0.485
2024,Abu Dhabi Grand Prix,BRO,FP1,2.198
2024,Abu Dhabi Grand Prix,DOO,FP1,1.983
2024,Abu Dhabi Grand Prix,RUS,FP1,0.844
2024,Abu Dhabi Grand Prix,BOT,FP1,1.29
2024,Abu Dhabi Grand Prix,VER,FP2,1.081
2024,Abu Dhabi Grand Prix,NOR,FP2,0.0
2024,Abu Dhabi Grand Prix,GAS,FP2,1.0
2024,Abu Dhabi Grand Prix,PER,FP2,1.038
2024,Abu Dhabi Grand Prix,ALO,FP2,1.057
2024,Abu Dhabi Grand Prix,LEC,FP2,0.684
2024,Abu Dhabi Grand Prix,STR,FP2,1.169
2024,Abu Dhabi Grand Prix,MAG,FP2,0.718
2024,Abu Dhabi Grand Prix,TSU,FP2,0.98
2024,Abu Dhabi Grand Prix,ALB,FP2,0.752
2024,Abu Dhabi Grand Prix,ZHO,FP2,1.04
2024,Abu Dhabi Grand Prix,HUL,FP2,0.462
2024,Abu Dhabi Grand Prix,LAW,FP2,0.986
2024,Abu Dhabi Grand Prix,COL,FP2,1.748
2024,Abu Dhabi Grand Prix,HAM,FP2,0.602
2024,Abu Dhabi Grand Prix,SAI,FP2,0.582
2024,Abu Dhabi Grand Prix,DOO,FP2,1.444
2024,Abu Dhabi Grand Prix,RUS,FP2,1.017
2024,Abu Dhabi Grand Prix,BOT,FP2,0.713
2024,Abu Dhabi Grand Prix,PIA,FP2,0.234
2024,Abu Dhabi Grand Prix,VER,FP3,0.411
2024,Abu Dhabi Grand Prix,NOR,FP3,0.193
2024,Abu Dhabi Grand Prix,GAS,FP3,0.975
2024,Abu Dhabi Grand Prix,PER,FP3,0.85
2024,Abu Dhabi Grand Prix,ALO,FP3,1.02
2024,Abu Dhabi Grand Prix,LEC,FP3,0.665
2024,Abu Dhabi Grand Prix,STR,FP3,1.098
2024,Abu Dhabi Grand Prix,MAG,FP3,0.661
2024,Abu Dhabi Grand Prix,TSU,FP3,0.91
2024,Abu Dhabi Grand Prix,ALB,FP3,0.945
2024,Abu Dhabi Grand Prix,ZHO,FP3,1.235
2024,Abu Dhabi Grand Prix,HUL,FP3,0.66
2024,Abu Dhabi Grand Prix,LAW,FP3,1.086
2024,Abu Dhabi Grand Prix,COL,FP3,1.333
2024,Abu Dhabi Grand Prix,HAM,FP3,0.39
2024,Abu Dhabi Grand Prix,SAI,FP3,0.438
2024,Abu Dhabi Grand Prix,DOO,FP3,1.001
2024,Abu Dhabi Grand Prix,RUS,FP3,0.642
2024,Abu Dhabi Grand Prix,BOT,FP3,1.046
2024,Abu Dhabi Grand Prix,PIA,FP3,0.0
2025,Australian Grand Prix,VER,FP1,0.444
2025,Australian Grand Prix,NOR,FP1,0.0
2025,Australian Grand Prix,BOR,FP1,1.186
2025,Australian Grand Prix,HAD,FP1,0.595
2025,Australian Grand Prix,DOO,FP1,0.98
2025,Australian Grand Prix,GAS,FP1,1.253
2025,Australian Grand Prix,ANT,FP1,1.138
2025,Australian Grand Prix,ALO,FP1,0.484
2025,Australian Grand Prix,LEC,FP1,0.209
2025,Australian Grand Prix,STR,FP1,0.805
2025,Australian Grand Prix,TSU,FP1,0.809
2025,Australian Grand Prix,ALB,FP1,0.461
2025,Australian Grand Prix,HUL,FP1,1.334
2025,Australian Grand Prix,LAW,FP1,1.203
2025,Australian Grand Prix,OCO,FP1,1.887
2025,Australian Grand Prix,HAM,FP1,0.819
2025,Australian Grand Prix,SAI,FP1,0.149
2025,Australian Grand Prix,RUS,FP1,0.464
2025,Australian Grand Prix,PIA,FP1,0.418
2025,Australian Grand Prix,BEA,FP1,2.06
2025,Australian Grand Prix,VER,FP2,0.624
2025,Australian Grand Prix,NOR,FP2,0.141
2025,Australian Grand Prix,BOR,FP2,1.408
2025,Australian Grand Prix,HAD,FP2,0.58
2025,Australian Grand Prix,DOO,FP2,0.955
2025,Australian Grand Prix,GAS,FP2,1.054
2025,Australian Grand Prix,ANT,FP2,1.195
2025,Australian Grand Prix,ALO,FP2,0.891
2025,Australian Grand Prix,LEC,FP2,0.0
2025,Australian Grand Prix,STR,FP2,0.84
2025,Australian Grand Prix,TSU,FP2,0.345
2025,Australian Grand Prix,ALB,FP2,0.863
2025,Australian Grand Prix,HUL,FP2,0.722
2025,Australian Grand Prix,LAW,FP2,1.201
2025,Australian Grand Prix,OCO,FP2,1.595
2025,Australian Grand Prix,HAM,FP2,0.42
2025,Australian Grand Prix,SAI,FP2,0.863
2025,Australian Grand Prix,RUS,FP2,0.843
2025,Australian Grand Prix,PIA,FP2,0.124
2025,Australian Grand Prix,VER,FP3,0.081
2025,Australian Grand Prix,NOR,FP3,0.676
2025,Australian Grand Prix,BOR,FP3,0.786
2025,Australian Grand Prix,HAD,FP3,0.811
2025,Australian Grand Prix,DOO,FP3,1.072
2025,Australian Grand Prix,GAS,FP3,0.798
2025,Australian Grand Prix,ANT,FP3,0.285
2025,Australian Grand Prix,ALO,FP3,1.349
2025,Australian Grand Prix,LEC,FP3,0.267
2025,Australian Grand Prix,STR,FP3,1.027
2025,Australian Grand Prix,TSU,FP3,0.534
2025,Australian Grand Prix,ALB,FP3,0.337
2025,Australian Grand Prix,HUL,FP3,1.225
